LinkRole,http://www.xbrl.org/2003/role/link,,,,,,,,,,,,,,,,
Definition,,,,,,,,,,,,,,,,,
,,,,,,ref,,,,,,,,,,,
4836,ifrs-full,SharebasedPaymentArrangementsMember,주식기준보상약정 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4837,ifrs-full,DeterminationOfFairValueOfGoodsOrServicesReceivedOrFairValueOfEquityInstrumentsGrantedOnSharebasedPayments,주식기준보상으로 제공받은 재화나 용역의 공정가치 또는 부여된 지분상품의 공정가치의 결정에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,46,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_46&doctype=Standard,2021-03-24,,,,dart_all,
4838,ifrs-full,ExplanationOfDirectMeasurementOfFairValueOfGoodsOrServicesReceived,직접측정한 제공받은 재화나 용역의 공정가치에 대한 공시,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,48,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_48&doctype=Standard,2021-03-24,,,,dart_all,
4839,ifrs-full,DescriptionOfReasonWhyFairValueOfGoodsOrServicesReceivedCannotEstimateReliable,제공받는 재화나 용역의 공정가치를 신뢰성 있게 추정할 수 없는 이유에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,49,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_49&doctype=Standard,2021-03-24,,,,dart_all,
4840,ifrs-full,ExplanationOfEffectOfSharebasedPaymentsOnFinancialPositions,재무상태에 미치는 주식기준보상거래의 영향에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,50,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_50&doctype=Standard,2021-03-24,,,,dart_all,
4841,ifrs-full,IntrinsicValueOfLiabilitiesFromSharebasedPaymentTransactionsForWhichCounterpartysRightToCashOrOtherAssetsVested2011,현금을 받을 수 있는 권리 또는 그 밖의 확정된 자산을 위한 주식기준보상거래로부터의 부채의 내재가치,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,51,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_51_b_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4842,ifrs-full,AdditionalInformationAboutSharebasedPaymentArrangements,주식기준보상약정에 대한 추가정보 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,52,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_52&doctype=Standard,2021-03-24,,,,dart_all,
4843,ifrs-full,DisclosureOfIndirectMeasurementOfFairValueOfGoodsOrServicesReceivedShareOptionsGrantedDuringPeriodExplanatory,회계기간에 부여된 주식선택권의 공정가치에 기초하여 간접측정한 제공받은 재화나 용역의 공정가치에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a&doctype=Standard,2021-03-24,,,,dart_all,
4844,ifrs-full,DisclosureOfIndirectMeasurementOfFairValueOfGoodsOrServicesReceivedOtherEquityInstrumentsGrantedDuringPeriodExplanatory,회계기간에 부여된 그 밖의 지분상품의 공정가치에 기초하여 간접측정한 제공받은 재화나 용역의 공정가치에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_b&doctype=Standard,2021-03-24,,,,dart_all,
4845,ifrs-full,DisclosureOfIndirectMeasurementOfFairValueOfGoodsOrServicesReceivedSharebasedPaymentArrangementsModifiedDuringPeriodExplanatory,회계기간에 조건이 변경된 주식기준보상약정의 공정가치에 기초하여 간접측정한 제공받은 재화나 용역의 공정가치에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_c&doctype=Standard,2021-03-24,,,,dart_all,
4846,ifrs-full,DateOfGrantOfSharebasedPaymentArrangement,주식기준보상약정의 부여일,,http://www.xbrl.org/2003/role/exampleRef,IFRS,2,IG23,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_IG23&doctype=Implementation%20Guidance,2021-03-24,,,,dart_all,
4847,ifrs-full,DateOfGrantOfSharebasedPaymentArrangement,주식기준보상약정의 부여일,,http://www.xbrl.org/2003/role/exampleRef,IFRS,2,45,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_a&doctype=Standard,2021-03-24,,,,dart_all,
4848,ifrs-full,DescriptionOfOptionPricingModelShareOptionsGranted,"옵션가격결정모형에 대한 기술, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4849,ifrs-full,InformationAboutHowExpectedVolatilityWasDeterminedShareOptionsGranted,"기대주가변동성의 결정방법에 관한 정보, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4850,ifrs-full,InformationWhetherAndHowOtherFeaturesWereIncorporatedIntoMeasurementOfFairValueShareOptionsGranted,"그 밖의 특성이 공정가치를 측정할 때 모형 안에 반영되었는지 여부와 반영된 경우 그 방법에 관한 정보, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4851,ifrs-full,InformationAboutHowFairWasDeterminedIfNotOnBasisOfObservableMarketOtherEquityInstrumentsGranted,공정가치가 관측할 수 있는 시장주가에 기초하고 있지 않은 경우 그 결정방법에 관한 정보,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_b_i&doctype=Standard,2021-03-24,i,,,dart_all,
4852,ifrs-full,InformationWhetherAndHowExpectedDividendsWereIncorporatedIntoMeasurementOfFairValueOtherEquityInstrumentsGranted,기대배당금이 공정가치를 측정할 때 반영되었는지 여부와 반영된 경우 그 방법에 관한 정보,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_b_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4853,ifrs-full,InformationWhetherAndHowOtherFeaturesWereIncorporatedIntoMeasurementOfFairValueOtherEquityInstrumentsGranted,지분상품의 그 밖의 특성이 공정가치를 측정할 때 반영되었는지 여부와 반영된 경우 그 방법에 관한 정보,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_b_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4854,ifrs-full,ExplanationOfModificationsModifiedSharebasedPaymentArrangements,"조건변경에 대한 설명, 변경된 주식기준보상약정",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_c_i&doctype=Standard,2021-03-24,i,,,dart_all,
4855,ifrs-full,IncrementalFairValueGrantedModifiedSharebasedPaymentArrangements,"부여된 증분공정가치, 변경된 주식기준보상약정",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_c_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4856,ifrs-full,InformationOnHowIncrementalFairValueGrantedWasMeasuredModifiedSharebasedPaymentArrangements,"증분공정가치 측정방법에 관한 정보, 변경된 주식기준보상약정",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_c_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4857,ifrs-full,ExpenseFromEquitysettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,제공받은 재화나 용역이 자산의 인식기준을 충족하지 못해 즉시 비용으로 인식되는 주식결제형 주식기준보상거래로 인해 당해 회계기간에 인식한 비용,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,51,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_51_a&doctype=Standard,2021-03-24,,,,dart_all,
4858,ifrs-full,ExplanationOfEffectOfSharebasedPaymentsOnProfitOrLoss,경영성과에 미치는 주식기준보상거래의 영향에 대한 설명 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,50,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_50&doctype=Standard,2021-03-24,,,,dart_all,
4859,ifrs-full,WeightedAverageFairValueAtMeasurementDateShareOptionsGranted,"측정기준일 현재 공정가치의 가중평균, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a&doctype=Standard,2021-03-24,,,,dart_all,
4860,ifrs-full,InformationAboutHowFairValueWasMeasuredShareOptionsGranted,"공정가치 측정방법에 대한 정보, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a&doctype=Standard,2021-03-24,,,,dart_all,
4861,ifrs-full,NumberOfInstrumentsOtherEquityInstrumentsGranted,주식기준보상약정 중 부여된 기타지분상품의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_b&doctype=Standard,2021-03-24,,,,dart_all,
4862,ifrs-full,NumberOfInstrumentsOtherEquityInstrumentsGranted,주식기준보상약정 중 부여된 기타지분상품의 수량,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4863,ifrs-full,WeightedAverageFairValueAtMeasurementDateOtherEquityInstrumentsGranted,"측정기준일 현재 공정가치의 가중평균, 부여한 그밖의 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_b&doctype=Standard,2021-03-24,,,,dart_all,
4864,ifrs-full,InformationHowFairValueWasMeasuredOtherEquityInstrumentsGranted,"공정가치 측정방법에 관한 정보, 부여한 그 밖의 지분상품",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_b&doctype=Standard,2021-03-24,,,,dart_all,
4865,ifrs-full,DescriptionOfInputsToOptionPricingModelShareOptionsGranted,"옵션가격결정모형의 가격결정요소에 대한 기술, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4866,ifrs-full,DescriptionOfExpectedVolatilityShareOptionsGranted,"기대주가변동성, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4867,ifrs-full,DescriptionOfOptionLifeShareOptionsGranted,"옵션만기, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4868,ifrs-full,ExpectedDividendShareOptionsGranted,"기대배당금, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4869,ifrs-full,DescriptionOfRiskFreeInterestRateShareOptionsGranted,"무위험이자율, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4870,ifrs-full,DescriptionOfOtherInputsToOptionsPricingModelShareOptionsGranted,"기타 가격결정요소에 대한 기술, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4871,ifrs-full,DescriptionOfMethodUsedAndAssumptionsMadeToIncorporateEffectsOfExpectedEarlyExerciseShareOptionsGranted,"예상되는 조기행사의 효과를 모형 안에 반영하기 위해 사용된 방법과 가정에 대한 기술, 부여한 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4872,ifrs-full,ExpenseFromSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,제공받은 재화나 용역이 자산의 인식기준을 충족하지 못하는 주식기준보상거래로부터의 비용,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,51,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_51_a&doctype=Standard,2021-03-24,,,,dart_all,
4873,ifrs-full,NumberOfOutstandingShareOptions,주식기준보상약정 중 존속하는 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4874,ifrs-full,NumberOfOutstandingShareOptions,주식기준보상약정 중 존속하는 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_i&doctype=Standard,2021-03-24,i,,,dart_all,
4875,ifrs-full,NumberOfOutstandingShareOptions,주식기준보상약정 중 존속하는 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_vi&doctype=Standard,2021-03-24,vi,,,dart_all,
4876,ifrs-full,NumberOfInstrumentsGrantedInSharebasedPaymentArrangement,주식기준보상약정에 따라 부여된 금융상품의 수량,,http://www.xbrl.org/2003/role/exampleRef,IFRS,2,IG23,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_IG23&doctype=Implementation%20Guidance,2021-03-24,,,,dart_all,
4877,ifrs-full,NumberOfInstrumentsGrantedInSharebasedPaymentArrangement,주식기준보상약정에 따라 부여된 금융상품의 수량,,http://www.xbrl.org/2003/role/exampleRef,IFRS,2,45,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_a&doctype=Standard,2021-03-24,,,,dart_all,
4878,ifrs-full,DisclosureOfRangeOfExercisePricesOfOutstandingShareOptionsExplanatory,존속하는 주식선택권의 행사가격 범위에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4879,ifrs-full,DisclosureOfRangeOfExercisePricesOfOutstandingShareOptionsTable,존속하는 주식선택권의 행사가격 범위에 대한 공시 [표],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4880,ifrs-full,NumberOfShareOptionsGrantedInSharebasedPaymentArrangement,주식기준보상약정에 따라 부여된 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_ii&doctype=Standard,2021-03-24,ii,,,dart_all,
4881,ifrs-full,NumberOfShareOptionsForfeitedInSharebasedPaymentArrangement,주식기준보상약정에 따라 몰수된 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_iii&doctype=Standard,2021-03-24,iii,,,dart_all,
4882,ifrs-full,NumberOfShareOptionsExercisedInSharebasedPaymentArrangement,주식기준보상약정에 따라 행사된 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_iv&doctype=Standard,2021-03-24,iv,,,dart_all,
4883,ifrs-full,NumberOfShareOptionsExpiredInSharebasedPaymentArrangement,주식기준보상약정에 따라 만료된 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_v&doctype=Standard,2021-03-24,v,,,dart_all,
4884,ifrs-full,NumberOfShareOptionsExercisableInSharebasedPaymentArrangement,주식기준보상약정 중 행사할 수 있는 주식선택권의 수량,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_b_vii&doctype=Standard,2021-03-24,vii,,,dart_all,
4885,ifrs-full,DisclosureOfNumberAndWeightedAverageRemainingContractualLifeOfOutstandingShareOptionsExplanatory,존속하는 주식선택권의 수량과 가중평균잔여만기에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4886,ifrs-full,DisclosureOfNumberAndWeightedAverageRemainingContractualLifeOfOutstandingShareOptionsTable,존속하는 주식선택권의 수량과 가중평균잔여만기에 대한 공시 [표],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4887,ifrs-full,RangesOfExercisePricesForOutstandingShareOptionsAxis,존속하는 주식선택권의 행사가격 범위 [축],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4888,ifrs-full,RangesOfExercisePricesForOutstandingShareOptionsMember,존속하는 주식선택권의 행사가격 범위 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4889,ifrs-full,ExpectedDividendAsPercentageShareOptionsGranted,"기대배당금(백분율), 부여된 주식선택권",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,47,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_47_a_i&doctype=Standard,2021-03-24,i,,,dart_all,
4890,ifrs-full,NumberOfOtherEquityInstrumentsOutstandingInSharebasedPaymentArrangement,주식기준보상약정 중 존속하는 기타지분상품의 수량,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4891,ifrs-full,NumberOfOtherEquityInstrumentsForfeitedInSharebasedPaymentArrangement,주식기준보상약정 중 몰수된 기타지분상품의 수량,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4892,ifrs-full,NumberOfOtherEquityInstrumentsExercisedOrVestedInSharebasedPaymentArrangement,주식기준보상약정 중 행사되었거나 소유가 확정된 기타자본투자의 수량,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4893,ifrs-full,NumberOfOtherEquityInstrumentsExpiredInSharebasedPaymentArrangement,주식기준보상약정 중 만료된 기타자본투자의 수량,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4894,ifrs-full,NumberOfOtherEquityInstrumentsExercisableInSharebasedPaymentArrangement,주식기준보상약정 중 행사가능한 기타지분상품의 수량,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4895,ifrs-full,DisclosureOfNumberAndWeightedAverageExercisePricesOfOtherEquityInstrumentsExplanatory,기타지분상품의 가중평균행사가격과 수량에 대한 공시 [문장영역],,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4896,ifrs-full,WeightedAverageRemainingContractualLifeOfOutstandingShareOptions2019,존속하는 주식선택권의 가중평균잔여만기,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,2,45,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45_d&doctype=Standard,2021-03-24,,,,dart_all,
4897,ifrs-full,WeightedAverageExercisePriceOfOtherEquityInstrumentsExercisableInSharebasedPaymentArrangement2019,주식기준보상약정 중 행사가능한 기타지분상품의 가중평균행사가격,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4898,ifrs-full,WeightedAverageExercisePriceOfOtherEquityInstrumentsExercisedOrVestedInSharebasedPaymentArrangement2019,주식기준보상약정 중 행사되었거나 소유가 확정된 기타자본투자의 가중평균행사가격,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4899,ifrs-full,WeightedAverageExercisePriceOfOtherEquityInstrumentsExpiredInSharebasedPaymentArrangement2019,주식기준보상약정 중 만료된 기타자본투자의 가중평균행사가격,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
4900,ifrs-full,WeightedAverageExercisePriceOfOtherEquityInstrumentsForfeitedInSharebasedPaymentArrangement2019,주식기준보상약정 중 몰수된 기타지분상품의 가중평균행사가격,,http://www.xbrl.org/2009/role/commonPracticeRef,IFRS,2,45,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=2&code=ifrs-tx-2021-en-r&anchor=para_45&doctype=Standard,2021-03-24,,,,dart_all,
